title,release_date,popularity,original_language,overview,genre_ids,adult,pathPoster
"The Boy, the Mole, the Fox and the Horse",2022-12-25,37.196,en,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.","[16, 10751, 12, 14]",False,"./posters/The_Boy,_the_Mole,_the_Fox_and_the_Horse_2022.jpg"
Life in a Year,2020-11-27,51.91,en,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.","[18, 10749]",False,./posters/Life_in_a_Year_2020.jpg
Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,28.891,ja,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.","[16, 28, 878, 18]",False,./posters/Evangelion:_3.0+1.0_Thrice_Upon_a_Time_2021.jpg
Le Trou,1960-03-18,16.736,fr,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.","[18, 53, 80]",False,./posters/Le_Trou_1960.jpg
Rascal Does Not Dream of a Dreaming Girl,2019-06-15,22.787,ja,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.","[16, 10749, 18, 14]",False,./posters/Rascal_Does_Not_Dream_of_a_Dreaming_Girl_2019.jpg
Five Feet Apart,2019-03-14,53.099,en,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.","[10749, 18]",False,./posters/Five_Feet_Apart_2019.jpg
Avengers: Endgame,2019-04-24,136.077,en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","[12, 878, 28]",False,./posters/Avengers:_Endgame_2019.jpg
Klaus,2019-11-08,28.375,en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.","[16, 10751, 12, 35, 14]",False,./posters/Klaus_2019.jpg
Green Book,2018-11-16,73.145,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","[18, 36]",False,./posters/Green_Book_2018.jpg
Avengers: Infinity War,2018-04-25,199.14,en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","[12, 28, 878]",False,./posters/Avengers:_Infinity_War_2018.jpg
I Want to Eat Your Pancreas,2018-09-01,29.937,ja,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.","[16, 18, 10749]",False,./posters/I_Want_to_Eat_Your_Pancreas_2018.jpg
Mommy,2014-09-19,16.168,fr,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",[18],False,./posters/Mommy_2014.jpg
Out of the Clear Blue Sky,2019-12-24,12.338,es,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.","[35, 18, 10402]",False,./posters/Out_of_the_Clear_Blue_Sky_2019.jpg
Wolf Children,2012-07-21,22.115,ja,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.","[16, 10751, 18, 14]",False,./posters/Wolf_Children_2012.jpg
Il Sorpasso,1962-12-05,10.575,it,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.","[18, 35]",False,./posters/Il_Sorpasso_1962.jpg
The Matrix,1999-03-31,120.821,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","[28, 878]",False,./posters/The_Matrix_1999.jpg
Puss in Boots: The Last Wish,2022-12-07,139.678,en,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.","[16, 12, 14, 35, 10751]",False,./posters/Puss_in_Boots:_The_Last_Wish_2022.jpg
Woman in the Dunes,1964-02-15,16.381,ja,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,"[18, 53]",False,./posters/Woman_in_the_Dunes_1964.jpg
Wolfwalkers,2020-10-26,24.041,en,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.","[16, 10751, 12, 14]",False,./posters/Wolfwalkers_2020.jpg
Saving Private Ryan,1998-07-24,75.72,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","[18, 36, 10752]",False,./posters/Saving_Private_Ryan_1998.jpg
Justice League Dark: Apokolips War,2020-05-05,28.256,en,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.","[16, 28, 878]",False,./posters/Justice_League_Dark:_Apokolips_War_2020.jpg
Gladiator,2000-05-04,142.798,en,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.","[28, 18, 12]",False,./posters/Gladiator_2000.jpg
Inglourious Basterds,2009-08-02,76.359,en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","[18, 53, 10752]",False,./posters/Inglourious_Basterds_2009.jpg
Ultraman: Rising,2024-06-14,53.392,en,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.","[16, 878, 10751, 28]",False,./posters/Ultraman:_Rising_2024.jpg
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,68.997,ja,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","[16, 28, 14, 53]",False,./posters/Demon_Slayer_-Kimetsu_no_Yaiba-_The_Movie:_Mugen_Train_2020.jpg
The Shining,1980-05-23,77.166,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","[27, 53]",False,./posters/The_Shining_1980.jpg
The Help,2011-08-09,47.944,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",[18],False,./posters/The_Help_2011.jpg
Witness for the Prosecution,1957-12-17,20.383,en,An ailing famous barrister agrees to defend a man in a sensational murder trial where his self-possessed wife's unconvincing testimony confuses him.,"[18, 9648, 80]",False,./posters/Witness_for_the_Prosecution_1957.jpg
The Handmaiden,2016-06-01,79.12,ko,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.","[53, 18, 10749]",False,./posters/The_Handmaiden_2016.jpg
Coco,2017-10-27,125.646,en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","[10751, 16, 10402, 12]",False,./posters/Coco_2017.jpg
The Prestige,2006-10-17,64.086,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","[18, 9648, 878]",False,./posters/The_Prestige_2006.jpg
Star Wars,1977-05-25,89.351,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[12, 28, 878]",False,./posters/Star_Wars_1977.jpg
Shutter Island,2010-02-14,101.47,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","[18, 53, 9648]",False,./posters/Shutter_Island_2010.jpg
